"순번","민원제목","민원내용","민원등록일","민원수정일","민원답변일","처리부서","진행상태","민원인주소_법정동"
"190","(SPP-1803-2601421)가로등 고장 (석정로 108) * 첨부파일촬영시간 안","전라북도 부안군 부안읍 봉덕리 561가로등 고장 (석정로 108)*  *(1/1) C: 2018/03/26 23:21:46G:  *","2018-03-26","","2018-03-29","부안읍","처리완료","오목로"
"191","(SPP-1803-2601430)가로등 고장(봉동길 01) * 첨부파일촬영시간 안내(","전라북도 부안군 부안읍 봉덕리 633-3가로등 고장(봉동길 01)*  *(1/1) C: 2018/03/26 23:37:39G:  *","2018-03-26","","2018-03-29","부안읍","처리완료","오목로"
"192","(SPP-1804-2600822)가로등 고쳐주세요 * 첨부파일촬영시간 안내(안전신문고","전라북도 부안군 부안읍 봉덕리 561가로등 고쳐주세요*  *(1/1) C: 2018/04/26 22:30:36G:  *","2018-04-26","","2018-05-05","부안읍","처리완료","오목로"
"193","(SPP-1805-0300002)가로등 불이 안켜져요 * 첨부파일촬영시간 안내(안전신","전라북도 부안군 부안읍 서외리 42-49가로등 불이 안켜져요*  *(1/1) G: 2018/05/03 00:03:47G:  *","2018-05-03","","2018-05-05","부안읍","처리완료","오목로"
"194","(안전보안관)(SPP-1806-2500367)하수구 정비좀해주세요 * 첨부파일촬영시간 안내(안전신","전라북도 부안군 부안읍 봉덕리 574-91하수구 정비좀해주세요*  *(1/2) C: 2018/06/25 15:28:58(2/2) C: 2018/06/25 15:29:06G:  *","2018-06-25","","2018-06-26","민원소통과","처리완료","오목로"
"195","[생활불편신고]불법광고물","<불법광고물> 도로 불법 광고물 부안통신 핸드폰 매장 (1/3) A : 2018.08.14 17:38:04 (2/3) A : 2018.08.14 17:38:17 (3/3) A : 2018.08.14 17:38:28 A :  : I :  .[  : 1522-0660 ()]","2018-08-14","","2018-08-24","부안읍","처리완료","오목로"
"196","[생활불편신고]불법 주차","<불법 주차> 불법주차 (1/2) A : 2018.09.01 13:34:48 (2/2) A : 2018.09.01 13:35:29 A :  : I :  .[  : 1522-0660 ()]","2018-09-01","","2018-09-11","건설교통과","처리완료","오목로"
"197","(SPP-1809-2700651)가로등 불이 꺼저있어요 * 첨부파일촬영시간 안내(안전","전라북도 부안군 백산면 금판리 785-8가로등 불이 꺼저있어요*  *(1/1) C: 2018/09/27 17:11:15G:  *","2018-09-27","","","백산면","처리완료","오목로"
"198","(SPP-1611-2200255)가로등미점등","전라북도 부안군 줄포면 줄포리 732-25가로등미점등","2016-11-22","","2016-11-25","줄포면","처리완료","국회대로"
"199","(SPP-1804-2600746)쓰레기 치워주세요 * 첨부파일촬영시간 안내(안전신문고","전라북도 부안군 부안읍 봉덕리 769-8쓰레기 치워주세요*  *(1/1) C: 2018/04/26 21:24:05G:  *","2018-04-26","","2018-05-09","친환경축산과","처리완료","국회대로"
"200","(SPP-1802-0100164)도로파손 고쳐주세요 * 첨부파일촬영시간 안내(안전신문","전라북도 부안군 부안읍 봉덕리 632-1도로파손 고쳐주세요*  *(1/2) C: 2018/02/01 13:05:11(2/2) C: 2018/02/01 13:05:20G:  *","2018-02-01","","2018-02-09","건설교통과","처리완료","당산로42길"
"201","초미세 중금속 발암물질","안녕하세요익산시민입니다익산이  초미세 전국1위입니다답답해서 기다리다 지쳐 글올립니다익산시는 대책은 마련하고 있는건가요?발암물질 심각한거 아는 저희들만 애가  타는겁니까?아이들 기관에 보낼때마다 전전긍긍합니다아이들어린이집 유치원.초.중고등학교공기청정기  지급및 교육자분들의 중금속 발암물질의심각성을 교육및 인지시켜주세요부디 예산이없다는 얘기하지말아주시고하루이틀 참아서 해결될거라면이렇게 글올리않습니다앞으로도 계속해서  진행이될 중금속발암물질로부터 지켜주세요글을 읽고계시는 분들의  가족분들의 건강을 지켜주세요","2018-03-30","2018-03-30","2018-04-05","녹색환경과","처리완료","도림로"
"202","도서관","익산 시립도서관 중 부송 도서관의 자료열람실 개방시간을 더 길게 해주셨으면 좋겠습니다. 부송동에 살고 있지만 밤에 도서관 이용을 위해 영등동까지 가는 것이 불편하네요","2017-07-31","2017-07-31","2017-08-01","시립도서관","처리완료","도림로"
"203","쓰레기 수거 및 불법투기 예방요청","시정업무에 수고가 많으십니다부송동 하나리움아파트 정문에서 리센시빌아파트 방향 오른쪽 도로방향으로 인도옆에 불법쓰레기가 오래전부터방치 되고있어 악취발생 및 미관상 불쾌하지 않을수가 없습니다이곳에 불법쓰레기 투척을 방지하기 위한 경고판 설치나 CCTV를 설치하여 불법쓰레게 투척을사전에 방지하는 대책을 세워 주시면 고맙겠습니다아파트 베란다  바로앞에 쓰레기가 방치되어 매일 짜증이 나고 있습니다미화원께서  도로 청소는 매일 하시고 있으나, 시청 쓰레기 봉투가  같이 섞여있어  다른사람들이더욱 쓰레기를 버리는것 같습니다바쁘시지만 빠른시일내에 청소하여 주시면 고맙겠니다수고하시기 바랍니다","2016-09-07","2016-09-07","2016-09-13","청소자원과","처리완료","도림로"
"204","월동 모기 선제 박멸을 통한 주민건강보호 및 쾌적한 환경조성 제고 방안","월동 모기 선제 박멸을 통한 주민건강보호 및 쾌적한 환경조성 제고 방안","2016-11-25","","2016-12-13","보건위생과","처리완료","도림로"
"205","라돈 측정기 무상대여 서비스 건의","특정 브랜드의 침대뿐 만아니라 흔히 사용하는 라텍스 제품들도 1급 발암물질 라돈으로부터 안전하지 않다는 뉴스를 접한 뒤 불안감에 빠져있는 사람 중에 한명입니다. 편안한 잠자리를 위한 침대나 매트리스 사용이 보편화되었기에 시골지역이지만 저와 같은 불안감을 갖고 있는 군민들이 적지 않을 거라 생각합니다. 어린 아이를 키우는 가정이라면 더더욱 그럴 것입니다.

몇 십만원을 투자해 나름 큰 맘먹고 사들여 놓았으니, 정확한 사실 확인 없이 무턱대고 폐기할 수도 없는 노릇입니다. 조급한 마음에 유상대여 서비스도 알아보았으나 수도권과는 거리가 먼 이곳까지 대여가 되는 곳을 찾기도 어려울 뿐만 아니라, 측정기를 수령하는 당일에 택배로 반송하라는 업체들의 규정때문에 맞벌이를 하는 저 같은 경우는 두 배의 대여료를 지불해야만 하는 상황입니다.

타 지자체에서는 이미 라돈측정기 무상대여 서비스를 시행하는 곳이 여러 곳인 걸로 검색되는데... 우리 군은 해당 서비스 계획이 있는지, 없다면 지금이라도 고려해서 속히 사업이 시행될 수 있도록 건의해 봅니다.

이러지도 저러지도 못하고, 답답하고 참담한 마음으로 작성하는 글입니다. 부디 예산이나 행정적인문제 등, 구태의연하고 뻔한 답변이 아닌 사이다 답변을 기대해봅니다.","2018-07-16","","2018-07-23","대외협력","처리완료","도림로"
"206","(SPP-1703-2300772)낙하위험","전라북도 부안군 진서면 운호리 439낙하위험","2017-03-23","","2017-03-28","진서면","처리완료","도림로"
"207","농협 앞 가로등 소등",": 전라북도 부안군 보안면 영전리 383-3보안면 농협 앞 가로등이 소등되어 위험합니다.(가로등번호-영전길04)[처리요청기관]:부안군","2017-03-23","","2017-05-16","보안면","처리완료","도림로"
"208","[생활불편신고]장애인 전용주차구역 불법주차","<장애인 전용주차구역 불법주차> 왜 처리가늦으시져과태료10만원부과해주시지요저번것도 미처리중이시던대오늘것까지 두번째내요[  : 하이안아파트 ] (1/1) A : 2017.09.05 19:41:13 A :  : I :  .[ (02-2195-1129~30)]","2017-09-05","","2017-09-08","주민행복지원실","처리완료","도림로"
"209","43소7325 광명교 삼거리 번호판가드 불법튜닝","5/12 광명교 삼거리 번호판가드 불법튜닝벌금도 있는걸로 알아요...안전에 관련된 부분이니 바로 조치 요청 드립니다원상복구 및 임시검사 """"꼭"""" 요청 드립니다원상복구 되었는지 """"""""""""꼭"""""""""""" 확인바랍니다빠른 조치 바랍니다..안전에 관련된 부분이니 바로 조치 요청 드립니다원상복구 및 임시검사 """"꼭"""" 요청 드립니다원상복구 되었는지 """"""""""""꼭"""""""""""" 확인바랍니다빠른 조치 바랍니다..","2018-05-14","","2018-05-16","건설교통과","처리완료","도림로"
"210","부안군청 부실업무 처리 개선의 권고","부안군청 건설교통과는 진서면 석포리 230-2도로(내소선물의 집 앞) 의 무단 점유 및 불법시설물에 대해 공유 재산 및 물품관리법을 위반 하였다는 사항에 대해 이오목(건물주인) 에게 철거통보 2차 를 발송하였습니다.저는 어머니(이오목)를 대리하여 해당 행정기관의 부실 업무처리에 대해 대리인으로 답변을 올립니다.첫번째.해당 불법건축물은 이오목이 설치한 행위자가 아닙니다. - 이오목은 2016년 3월 23일 건축물을 시공업자(조0원)에게 위탁하여 증축하였고 그 이후로는 현재까지 불법건축물을 한 행위 및 사실이 없습니다. 두번째.해당 불법건축물의 행위자도 아닐뿐더러 물권은 타인의 소유입니다.(임차인)-불법시설물이 해당 통보건처럼 이오목의 소유라면 철거하겠습니다.하지만 불법건축물은 이오목의 자본과 노력 시간을 들여가며 만든것이 전혀 아닙니다. 만약 해당 군청에서 저또는 이오목에게 불법건축물의 철거 위임권을 인계하고 철거에 대한 공문서를 발행 보증 및 타인의 불법건축물 소유권을 침해해도 된다는 공적인 법적 효력을 갖추게 해준다면 내용수신후 1개월 이내 바로 철거할것 입니다.세번째.2차 철거 통보에 대한 절차 부분입니다.-해당 등기는 1차가 아닌 2차였습니다.해당 불법건축물의 행위자는 이오목이 아님에도 불구하고 이번 등기우편에서 확인했습니다.1차는 수신하지도 못한 우편이었는데 도대체 언제 발송했고 수신자는 누구였습니까. 절차통보에 대한 내용증명을 확인하기 바랍니다.위의 내용을 정리하자면.이하 직급은 생략하겠습니다.해당 통보건을 처리하신 부안군청실무원 황호경/건설행정팀장 정춘수/건설교통과 임택명 분들께서는 건축행위자가 누구였는지 혹은 현재까지도 해당 불법건축물의 행위자/소유자/설치자를 확.인.후 발송한건지 사실관계도 없이 해당 문건을 발송한건지 의심스럽습니다.다시한번 강조하지만,군청에서 발송한수신인 이오목씨는 불법건축물의 행위자가 아닙니다.사실확인 제대로 하시기 바랍니다.만약 이에 대한 의법조치시 무고한 군민에게 위에 해당되는 공무원의 공권력 업무 남용으로 행정처리를 하게된 부분에 대해 적극 법적 대응을 할 예정이니 이오목의 철거통보에 오단에 대해 자진철회를 하시기 바랍니다. 이상입니다.","2018-03-09","","2018-03-20","건설교통과","처리완료","도신로15다길"
"211","무주고령화문제","안녕하세요.저희는 무주초등학교에 4학년 난초반의 현 모둠 입니다.저희가 사화시간에 무주의 문제에 대하여 조사하였습니다.무주의 문제 중 고령화의 대하여 조사하였습니다. 조사방법은1.신문이나 기사 찾기.2.인터넷으로 하였습니다. 무주고령화문제우리가 살고 있는 무주는 고령화 사회로 변하였습니다.2000년부터 쭉 노인들이 늘어나고 있습니다. 2040년에는 대한민국 전체 인구의 40%가 노인으로 변할 것으로 예상하고 있습니다. 이렇게 무주에 노인이 많아진다면 무주는 노인들만 사는 마을로 변할지도 모릅니다. 해결방법 노인일자리를 늘리고, 아이를 위한 시설을 만든다. 군청에서해주셔야 할 일 1.노인일자리 건설 2.아이를 위한, 전용 시설 이2개를 해주시면 감사하겠습니다. 꼭 부탁드립니다!","2017-12-18","","2018-01-04","자치행정과","처리완료","도신로4길"
